News	Meta	Intro	Article	Downloads	PDFs	text_file_names
Op goede grond. De aanpak van seksueel geweld tegen kinderen	Nieuwsbericht | 27-5-2014 | 12:45	['Rapport van de Nationaal Rapporteur over de aanpak van seksueel geweld tegen kinderen in Nederland. Uit het rapport blijkt onder meer dat de drempels voor slachtoffers om uit te komen voor het seksueel geweld, het te melden bij instanties en aangifte te doen bij de politie, te hoog zijn.']	['Seksueel geweld tegen kinderen\nNationaal Rapporteur Corinne Dettmeijer bracht in kaart hoe vaak seksueel geweld tegen kinderen in Nederland voorkomt, en in welke vormen. Daarbij keek zij zowel naar vormen waarbij sprake is van fysiek contact tussen dader en slachtoffer (zoals aanranding, verkrachting) als vormen waarbij de dader het kind niet aanraakt (zoals misbruik via de webcam of het bezit van kinderpornografie).', 'Slachtoffers\nNaar schatting worden ieder jaar 62.000 kinderen voor de eerste keer slachtoffer van een vorm van seksueel geweld. Eén op de drie (32%) kinderen maakt ooit een vorm van seksueel geweld mee. Meisjes worden relatief vaker slachtoffer van seksueel geweld dan jongens: 41% van de meisjes krijgt ermee te maken, tegenover 23% van de jongens. Eén op de tien meisjes maakt ongewilde manuele seks mee, één op de twintig orale of genitale seks.\nNiet ieder slachtoffer ziet zichzelf als slachtoffer, jongens relatief minder vaak dan meisjes. Oudere kinderen (16-17 jaar) lopen meer risico dan jonge kinderen. Overige risicogroepen zijn kinderen met een beperking, kinderen uit gezinnen waarin verslaving of criminaliteit voorkomen, of uit samengestelde gezinnen of eenoudergezinnen. De gevolgen die slachtoffers ervaren zijn divers: hoewel sommigen nagenoeg geen problemen ervaren, heersen bij velen gevoelens van schaamte, nachtmerries, en/of langdurige psychische, medische of seksuele gevolgen. Iedereen kan slachtoffer worden.', 'Verdachten\nHet is onbekend hoeveel mensen dader zijn van seksueel geweld tegen kinderen. De verdachten die bekend zijn, zijn vrijwel altijd (98%) man. Niet iedere verdachte heeft een seksuele voorkeur voor kinderen: 20% van de onderzochte verdachten is pedofiel. Een kwart van de verdachten is zelf ook minderjarig. De helft is nog niet eerder in beeld geweest bij justitie. In driekwart van de bij de politie gemelde gevallen is de beschuldigde een bekende van het kind, in een vijfde is het een familielid.', 'Op goede grond beslissen\nDe aanpak van seksueel geweld bestaat uit beslissingen die over slachtoffers en daders worden genomen. Die beslissingen moeten allemaal op goede informatie worden gebaseerd, en moeten in samenhang met elkaar worden gezien. Een beslissing in een vroeg stadium (zoals de beslissing van een ouder om het misbruik te melden) kan namelijk bepalend zijn voor beslissingen in een later stadium (zoals de beslissing om politieonderzoek in te stellen).', 'Herkennen is moeilijk\nVeel slachtoffers vertellen pas jaren later, of nooit, wat hen is aangedaan. Ook worden zij niet door anderen gesignaleerd. Dit terwijl het herkennen van seksueel geweld vaak de eerste stap is om het misbruik te stoppen, slachtoffers te helpen, daders te (laten) berechten en nieuwe slachtoffers te voorkomen. Het herkennen van signalen van seksueel geweld is moeilijk. Signalen kunnen (ogenschijnlijk) afwezig zijn of snel verdwijnen, kunnen symptomen van andere problemen zijn. Maar ook het niet kunnen of willen geloven dat seksueel geweld heeft plaatsgevonden speelt een rol. Daders willen herkenning vermijden, en dat lukt ze vaak ook. Daders kunnen slachtoffers manipuleren, zodat zij minder snel zullen praten.', 'Van melden naar onderzoek\nMensen weten de weg naar het Advies- en Meldpunt Kindermishandeling (AMK) steeds beter te vinden. Toch zijn de drempels voor derden om vermoedens van seksueel geweld daadwerkelijk te melden hoog. Het AMK onderzoekt meldingen van seksueel geweld bovendien minder dan die van overige vormen van kindermishandeling. Als slachtoffers eenmaal geïdentificeerd zijn lijkt het erop dat hulpverlening meestal wel tot stand komt als dit nodig is. Volgens de Nationaal Rapporteur komen er van de naar schatting 62.000 slachtoffers niettemin te weinig in de hulpverlening terecht.', 'Drempel tot aangifte\nDe meerderheid (59%) van de slachtoffers die bij de politie melding doet van seksueel geweld, doet dat binnen 24 uur nadat het heeft plaatsgevonden, 17% meldt na meer dan een jaar. Als de dader een onbekende is, wacht het slachtoffer gemiddeld 10 dagen met melden; als het een bekende is daarentegen duurt het gemiddeld 8 maanden. Een melding bij de politie leidt in slechts drie van de tien zaken tot een aangifte. Een reden kan zijn dat de politie te zeer de nadelen van het doen van aangifte belicht. De Nationaal Rapporteur wil dat meer meldingen worden onderzocht.', 'Onjuiste aangifte?\nIn het rapport constateert de Nationaal Rapporteur dat de drempel tot het doen van aangifte van seksueel geweld tegen kinderen hoog is. Eén van de factoren die hierbij een rol lijkt te spelen is het feit dat politie en Openbaar Ministerie relatief veel nadruk leggen op onjuiste aangiftes. In het artikel ‘Het slachtoffer van seksueel geweld verklaar(d)(t)’ worden kenmerken van aangiften door tienermeisjes die volgens rechercheurs duiden op een onjuiste verklaring, geëvalueerd. De meeste hiervan blijken in werkelijkheid geen indicatie te hoeven te vormen van onjuistheid van de verklaring. Dit betekent dat de verklaring moet worden onderzocht voor conclusies kunnen worden getrokken over de waarheidsgetrouwheid ervan.\nArtikel: Het slachtoffer van seksueel geweld verklaar(d)(t)', '', 'Vervolging en berechting\nBijna 60% van de verdachten wordt door het Openbaar Ministerie vervolgd. Bij 23% van hen gaat het om een hands-off delict, veelal kinderpornografie. 77% van de verdachten die voor de rechter moet verschijnen wordt veroordeeld. Vier op de tien veroordeelde daders krijgt een celstraf, van gemiddeld minder dan een jaar (350 dagen). Het inschatten van het recidivegevaar van veroordeelde plegers gebeurt nog onvoldoende op de meest effectieve wijze. Hierdoor wordt de juiste wijze van behandeling niet altijd aan de juiste pleger opgelegd. Daardoor vindt overbehandeling maar ook onderbehandeling plaats. Bij laag-risicoplegers heeft behandelen weinig effect en kan dit het recidivegevaar zelfs verhogen.', 'Preventie\nNiet alle slachtoffers kunnen voorkomen worden. Dat betekent niet dat geen enkel slachtoffer voorkomen kan worden. In de huidige preventie komt de diversiteit van het fenomeen onvoldoende aan bod. Met name is er te weinig aandacht voor het voorkomen van daderschap (zowel leeftijdsgenoten als volwassenen). Daardoor ligt in preventie de nadruk te zeer op het weerbaar maken van mogelijke slachtoffers, en te weinig op de verantwoordelijkheid van de dader.']	['Nationaal Rapporteur. Op goede grond. De aanpak van seksueel geweld tegen kinderen. 2014\nPdf document | 2316 kB\nRapport | 27-5-2014', 'Nationaal Rapporteur. Factsheet Op goede grond. De aanpak van seksueel geweld tegen kinderen. 2014\nPdf document | 1885 kB\nRapport | 27-5-2014']	['nationaal-rapporteur.op-goede-grond.de-aanpak-van-seksueel-geweld-tegen-kinderen.2014_tcm23-34727.pdf', 'nationaal-rapporteur.factsheet-op-goede-grond_tcm23-34728.pdf']	['nationaal-rapporteur.op-goede-grond.de-aanpak-van-seksueel-geweld-tegen-kinderen.2014_tcm23-34727.txt', 'nationaal-rapporteur.factsheet-op-goede-grond_tcm23-34728.txt']
Gedwongen arbeid, opnieuw op de agenda	Nieuwsbericht | 23-5-2014 | 16:43	['De Arbeidsconferentie van de International Labour Organization (ILO) spreekt in juni 2014 over de aanvulling van het ILO-Verdrag inzake gedwongen arbeid, dat dateert uit 1930.']	"[""De Nationaal Rapporteur juicht aanvullende regelgeving van het verdrag zeer toe, het liefst in de vorm van een juridisch bindend protocol.\nNieuwsbericht: 'Gedwongen arbeid, opnieuw op de agenda'""]"	['Nationaal Rapporteur. Gedwongen arbeid, opnieuw op de agenda.\nPdf document | 103 kB\nPublicatie | 23-5-2014']	['nationaal-rapporteur.gedwongen-arbeid-opnieuw-op-de-agenda.2014_tcm23-34808.pdf']	['nationaal-rapporteur.gedwongen-arbeid-opnieuw-op-de-agenda.2014_tcm23-34808.txt']
Mensenhandel in en uit beeld II. Cijfermatige rapportage 2008-2012 (2014)	Nieuwsbericht | 13-5-2014 | 06:00	['Het rapport bevat nieuwe informatie over slachtoffers en hun bescherming, daders en hun werkwijzen, en over de opsporing, vervolging en berechting. Veel cijfers zijn al beschikbaar, en maken het mogelijk om informatiegestuurd op te treden. De nieuwe cijfers reiken organisaties handvatten aan om kritisch te kijken naar hun eigen inspanningen – en deze waar mogelijk te verbeteren.']	[' ']	['Nationaal Rapporteur. Mensenhandel in en uit beeld II. 2014\nPdf document | 3756 kB\nRapport | 13-5-2014', 'Nationaal Rapporteur. Factsheet bij Mensenhandel in en uit beeld II. 2014\nPdf document | 2660 kB\nRapport | 13-5-2014']	['nationaal-rapporteur.mensenhandel-in-en-uit-beeld-ii.2014.interactief_tcm23-34731.pdf', 'nationaal-rapporteur.factsheet-bij-mensenhandel-in-en-uit-beeld-ii.2014_tcm23-34732.pdf']	['nationaal-rapporteur.mensenhandel-in-en-uit-beeld-ii.2014.interactief_tcm23-34731.txt', 'nationaal-rapporteur.factsheet-bij-mensenhandel-in-en-uit-beeld-ii.2014_tcm23-34732.txt']
Brief Consultatie implementatie Verdrag Raad van Europa geweld tegen vrouwen en huiselijk geweld	Nieuwsbericht | 21-3-2014 | 12:15	['De Nationaal Rapporteur heeft haar advies uitgebracht over de wetsvoorstellen behorend bij het Verdrag van de Raad van Europa inzake het voorkomen en bestrijden van geweld tegen vrouwen en huiselijk geweld (Trb. 2012, 233). Het is belangrijk dat bij de implementatie van het verdrag nadrukkelijk aandacht uitgaat naar de raakvlakken van deze onderwerpen met mensenhandel en seksueel geweld tegen kinderen.']	['']	['Brief Nationaal Rapporteur Consultatie Verdrag van de Raad van Europa inzake het voorkomen en bestrijden van geweld tegen vrouwen en huiselijk geweld, 21 maart 2014\nPdf document | 134 kB\nBrief | 21-3-2014', 'Brief Nationaal Rapporteur Consultatie Verdrag van de Raad van Europa inzake het voorkomen en bestrijden van geweld tegen vrouwen en huiselijk geweld, 21 maart 2014\nPdf document | 134 kB\nBrief | 21-3-2014']	['210314-advies-van-de-nr-over-verdrag-inzake-geweld-tegen-vrouwen-en-huiselijk-geweld_tcm23-272682.pdf', '210314-advies-van-de-nr-over-verdrag-inzake-geweld-tegen-vrouwen-en-huiselijk-geweld_tcm23-272682.pdf']	['210314-advies-van-de-nr-over-verdrag-inzake-geweld-tegen-vrouwen-en-huiselijk-geweld_tcm23-272682.txt', '210314-advies-van-de-nr-over-verdrag-inzake-geweld-tegen-vrouwen-en-huiselijk-geweld_tcm23-272682.txt']
Conferentie OVSE, de Raad van Europa, Oostenrijk en Zwitserland: 'Not for Sale'	Nieuwsbericht | 17-2-2014 | 16:41	"['In haar toespraak op de conferentie van de OVSE, de Raad van Europa, Oostenrijk en Zwitserland benadrukt de Nationaal Rapporteur het belang van ""anders kijken"", reframen. Door anders te kijken kunnen we nieuwe vormen van mensenhandel ontdekken, zoals gedwongen diefstal, gedwongen bedelarij en binnenlandse mensenhandel. Als we niet goed kijken, lopen we het risico dat we het slachtoffer alleen maar zien als een dief, een bedelaar of een meisje met puberproblemen.']"	['']	"['Toespraak Conferentie ""Not for Sale"", Wenen\nPdf document | 14 kB\nToespraak | 17-2-2014']"	['speech-dutch-rapporteur.not-for-sale-conference.vienna_tcm23-18258.pdf']	['speech-dutch-rapporteur.not-for-sale-conference.vienna_tcm23-18258.txt']
Ze wilde het zelf. Toch? Minderjarige slachtoffers van mensenhandel in strafzaken	Nieuwsbericht | 13-1-2014 | 17:07	['Kinderen zijn bijzonder kwetsbare slachtoffers die bescherming nodig hebben. Toch schiet de bescherming van minderjarige slachtoffers van mensenhandel in strafzaken nog met enige regelmaat tekort. Een artikel met aandachtspunten voor de vervolging en berechting van mensenhandel gepleegd tegen minderjarigen.']	"[""Nieuwsbericht: 'Ze wilde het zelf. Toch?'""]"	['Ze wilde het zelf. Toch?\nPdf document | 108 kB\nPublicatie | 13-1-2014']	['bnrm-artikel-ze-wilde-het-zelf-03_tcm23-34807.pdf']	['bnrm-artikel-ze-wilde-het-zelf-03_tcm23-34807.txt']
Brief Consultatie ontwerpbesluit prostitutie en seksbranche	Nieuwsbericht | 10-1-2014 | 12:16	['Bij brief van 5 december 2013 heeft de minister van Veiligheid en Justitie de Nationaal rapporteur verzocht te adviseren over het ontwerpbesluit houdende regels inzake de regulering van prostitutie en de bestrijding van misstanden in de seksbranche (Besluit prostitutie en seksbranche). Op 10 januari heeft de Nationaal rapporteur haar reactie gestuurd. Hierin heeft zij nogmaals het belang van een landelijk uniform kader voor prostitutiebeleid benadrukt. Het advies richt zich daarnaast op het versterken van de (informatie)positie van prostituees.']	['']	['Brief Nationaal Rapporteur consultatie ontwerpbesluit prostitutie en seksbranche, 10 januari 2014\nPdf document | 129 kB\nBrief | 21-3-2014', 'Brief Nationaal Rapporteur consultatie ontwerpbesluit prostitutie en seksbranche, 10 januari 2014\nPdf document | 129 kB\nBrief | 21-3-2014']	['brief-nationaal-rapporteur-inzake-ontwerpbesluit-prostitutie-en-seksbranche-10-januari-2014_tcm23-272681.pdf', 'brief-nationaal-rapporteur-inzake-ontwerpbesluit-prostitutie-en-seksbranche-10-januari-2014_tcm23-272681.pdf']	['brief-nationaal-rapporteur-inzake-ontwerpbesluit-prostitutie-en-seksbranche-10-januari-2014_tcm23-272681.txt', 'brief-nationaal-rapporteur-inzake-ontwerpbesluit-prostitutie-en-seksbranche-10-januari-2014_tcm23-272681.txt']
Jaarplan 2014	Nieuwsbericht | 1-1-2014 | 10:18	['In het jaarplan van 2014 bespreekt de Nationaal Rapporteur hoe zij zich heeft ingezet voor de verspreiding van kennis over mensenhandel en seksueel geweld tegen kinderen en de verschillende rapporten die in 2013 zijn uitgekomen en nog in 2014 zullen verschijnen.']	['']	['Jaarplan 2014\nPdf document | 412 kB\nJaarplan | 1-1-2014']	['BNRM_jaarplan%202014_interactief_DEF%20(2)_tcm23-272969.pdf']	['BNRM_jaarplan%202014_interactief_DEF%20(2)_tcm23-272969.txt']
Brieven Consultatie Jeugdwet	Nieuwsbericht | 20-12-2013 | 12:26	['Brieven van de Nationaal Rapporteur aan de Staatssecretaris van Volksgezondheid, Welzijn en Sport, de Staatssecretaris van Veiligheid en Justitie en de Eerste Kamer in reactie op de conceptwetsvoorstellen Jeugdwet van 18 juli 2012 en 17 oktober 2013. De Nationaal Rapporteur gaat in haar brieven onder meer in op de positie van seksueel geweld tegen kinderen binnen de bredere aanpak van kindermishandeling, de organisatie van de jeugdreclassering en de samenvoeging van de Steunpunten Huiselijk Geweld met de Advies- en Meldpunten Kindermishandeling. De toegankelijkheid van specialistische jeugdhulp moet geborgd worden. De Nationaal Rapporteur vreest dat een overhaaste invoering van de Jeugdwet de kwaliteit van de jeugdhulp zou kunnen ondermijnen.']	['']	['Brief consultatie uitvoeringsbesluit Jeugdwet, 20 december 2013\nPdf document | 93 kB\nBrief | 19-2-2014', 'Brief consultatie uitvoeringsbesluit Jeugdwet, 20 december 2013\nPdf document | 93 kB\nBrief | 19-2-2014', 'Brief consultatiereactie conceptwetsvoorstel jeugdwet, 18 oktober 2012\nPdf document | 36 kB\nBrief | 18-10-2012', 'Brief Eerste Kamer Jeugdwet, 20 december 2013\nPdf document | 88 kB\nBrief | 19-2-2014']	['brief-consultatie-uitvoeringsbesluit-jeugdwet-20-december-2013_tcm23-272679.pdf', 'brief-consultatie-uitvoeringsbesluit-jeugdwet-20-december-2013_tcm23-272679.pdf', 'ministerie-vws-reactie-nrm-concept-wetsvoorstel-jeugdwet_tcm23-272673.pdf', 'brief-eerste-kamer-wetsvoorstel-jeugdwet-20-december-2013_tcm23-272680.pdf']	['brief-consultatie-uitvoeringsbesluit-jeugdwet-20-december-2013_tcm23-272679.txt', 'brief-consultatie-uitvoeringsbesluit-jeugdwet-20-december-2013_tcm23-272679.txt', 'ministerie-vws-reactie-nrm-concept-wetsvoorstel-jeugdwet_tcm23-272673.txt', 'brief-eerste-kamer-wetsvoorstel-jeugdwet-20-december-2013_tcm23-272680.txt']
Supreme Court: Paroline v. United States (Amicus curiae brief)	Nieuwsbericht | 26-11-2013 | 17:23	['De Rapporteur betoogt in deze amicus curiae brief dat slachtoffers recht hebben op adequate schadevergoeding van personen veroordeeld voor bezit van kinderpornografie. Hiertoe dient de Supreme Court de uitspraak van de Court of Appeals for the Fifth Circuit in de zaak Paroline v. United States in stand te laten.']	"[""Nieuwsbericht: 'Rapporteur levert bijdrage aan zaak Supreme Court'""]"	['Paroline v. United States (amicus curiae brief Nationaal Rapporteur)\nPdf document | 211 kB\nBrief | 26-11-2013']	['nationaal-rapporteur-supreme-court-amicus-brief_tcm23-34805.pdf']	['nationaal-rapporteur-supreme-court-amicus-brief_tcm23-34805.txt']
Trafficking in human beings. Ten years of independent monitoring by the Dutch Rapporteur on Trafficking in Human Beings	Nieuwsbericht | 24-11-2013 | 18:16	"[""De rapportage 'Trafficking in Human Beings. Ten years of independent monitoring' (Achtste Rapportage Mensenhandel. Tien jaar NRM) markeerde het tienjarig bestaan van de Nationaal Rapporteur Mensenhandel als een onafhankelijk monitoringmechanisme. In die tien jaren deed de Nationaal Rapporteur 200 aanbevelingen ten behoeve van de Nederlandse aanpak van mensenhandel. In dit Engelstalige artikel worden de belangrijkste aspecten van het rapport weergegeven, met aandacht voor de 3 P's ('protection', 'prevention' en 'prosecution') samen met de andere P's ('punishment' en 'partnership').""]"	['Artikel verschenen in: European Journal on Criminal Policy and Research: Volume 18, Issue 3 (2012), pp. 283-302. Auteur: Corinne Dettmeijer-Vermeulen. DOI 10.1007/s10610-011-9162-y.\nEuropean Journal on Criminal Policy. Volume 18, Issue 3 (2012)']	[]	[]	[]
Zorgt gelegaliseerde prostitutie voor meer mensenhandel?	Nieuwsbericht | 20-9-2013 | 17:58	['Nationaal en internationaal is er in toenemende mate aandacht voor de effecten van prostitutiebeleid op mensenhandel in de zin van seksuele uitbuiting. Leidt gelegaliseerde prostitutie tot meer mensenhandel? Meer wetenschappelijk onderzoek is nodig om daarover uitspraken te kunnen doen, zo stelde de Nationaal rapporteur vast in haar Negende rapportage mensenhandel.']	"[""Nieuwsbericht: 'Zorgt gelegaliseerde prostitutie voor meer mensenhandel?'""]"	['Zorgt gelegaliseerde prostitutie voor meer mensenhandel?\nPdf document | 565 kB\nPublicatie | 20-9-2013', 'Dutch Rapporteur. Does legalised prostitution generate more human trafficking?\nPdf document | 619 kB\nPublicatie | 20-9-2013']	['zorgt-gelegaliseerde-prostitutie-voor-meer-mensenhandel_tcm23-34803.pdf', 'dutch-rapporteur.does-legalised-prostitution-generate-more-human-trafficking.2013-tcm64-558164_tcm23-34804.pdf']	['zorgt-gelegaliseerde-prostitutie-voor-meer-mensenhandel_tcm23-34803.txt', 'utch-rapporteur.does-legalised-prostitution-generate-more-human-trafficking.2013-tcm64-558164_tcm23-34804.txt']
Symposium Intervict. Mensenhandel: het slachtofferperspectief	Nieuwsbericht | 10-9-2013 | 16:30	"[""Intervict heeft recentelijk een nieuw rapport gepubliceerd, waar tijdens het gelijknamige symposium 'Mensenhandel: het slachtofferperspectief' op gereflecteerd is door betrokken organisaties. De Nationaal rapporteur heeft hier een toespraak gehouden, waarin de nadruk lag op vier belangrijke ontwikkelingen: bewustwording, nieuwe vormen van mensenhandel, de veranderingen in de prostitutiesector en de multidisciplinaire aanpak.""]"	['']	['Toespraak Symposium Mensenhandel: het slachtofferperspectief\nPdf document | 177 kB\nToespraak | 10-9-2013']	['speech-intervict-10092013_tcm63-513648_tcm23-21413.pdf']	['speech-intervict-10092013_tcm63-513648_tcm23-21413.txt']
Aanbieding Negende rapportage Mensenhandel	Nieuwsbericht | 10-9-2013 | 16:05	['Toespraak van de Nationaal Rapporteur ter gelegenheid van de aanbieding van het rapport ‘Mensenhandel. Negende rapportage van de Nationaal rapporteur’ aan minister Opstelten van Veiligheid en Justitie']	['']	['Toespraak aanbieding Negende rapportage Mensenhandel\nPdf document | 230 kB\nToespraak | 10-9-2013']	['speech-negende-rapportage-mensenhandel_tcm63-513247_tcm23-21412.pdf']	['speech-negende-rapportage-mensenhandel_tcm63-513247_tcm23-21412.txt']
